H_FX,H_XD,StationID,InfoTime
8.2,13,C0F9T0,2021/12/13 11:00
21.1,42,C0R710,2021/12/13 11:00
10,20,C0F000,2021/12/13 11:00
24.7,31,C0W160,2021/12/13 11:00
9.2,70,C0S700,2021/12/13 11:00
9.9,44,C0Z270,2021/12/13 11:00
17.2,48,C0R840,2021/12/13 11:00
18.2,71,C0R320,2021/12/13 11:00
6.6,52,C0G820,2021/12/13 12:00
17.6,11,C0K530,2021/12/13 12:00
10.2,343,C0SA40,2021/12/13 12:00
12.4,53,C0F9L0,2021/12/13 12:00
8.3,41,C0E740,2021/12/13 12:00
17.8,7,C0G890,2021/12/13 12:00
15.5,10,C0W170,2021/12/13 12:00
10.8,4,C0E590,2021/12/13 12:00
13.2,59,C0R280,2021/12/13 12:00
10,17,C0E750,2021/12/13 12:00
11.6,353,C0G770,2021/12/13 12:00
12.6,47,C0A970,2021/12/13 12:00
18.9,43,C0R840,2021/12/13 12:00
17.3,31,C0R780,2021/12/13 12:00
13.6,112,C0R800,2021/12/13 12:00
7.5,90,C0Z100,2021/12/13 12:00
10.5,77,C0E880,2021/12/13 12:00
19.9,45,C0R710,2021/12/13 12:00
10.6,12,C0F9I0,2021/12/13 12:00
12.9,360,C0G870,2021/12/13 12:00
13.9,38,C0R350,2021/12/13 12:00
18.3,32,C0W110,2021/12/13 12:00
16.8,33,C0R720,2021/12/13 12:00
8.1,28,C0T9N0,2021/12/13 12:00
12.1,45,C0R770,2021/12/13 12:00
14.4,15,C0E830,2021/12/13 12:00
14.8,60,C0R320,2021/12/13 12:00
23.6,14,C0W120,2021/12/13 12:00
24.6,37,C0R790,2021/12/13 12:00
9.8,359,C0K410,2021/12/13 12:00
11.7,6,C0K280,2021/12/13 12:00
20.5,28,C0G900,2021/12/13 12:00
11.1,7,C0K250,2021/12/13 12:00
7.6,50,C0S700,2021/12/13 12:00
10.1,326,C0K550,2021/12/13 12:00
10.8,237,C0Z310,2021/12/13 12:00
13.9,61,C0R440,2021/12/13 12:00
10.2,29,C0E550,2021/12/13 12:00
14.3,3,C0M710,2021/12/13 12:00
16.8,23,C0S910,2021/12/13 12:00
11.2,29,C0UA70,2021/12/13 12:00
11,29,C0E540,2021/12/13 12:00
13.5,53,C0F9R0,2021/12/13 12:00
12.3,16,C0K520,2021/12/13 12:00
8.3,354,C0M740,2021/12/13 12:00
9,62,C0SA90,2021/12/13 12:00
20,45,C0F9P0,2021/12/13 12:00
9.7,38,C0T9H0,2021/12/13 12:00
7.6,350,C0T9M0,2021/12/13 12:00
8.3,82,C0AD00,2021/12/13 12:00
12.5,38,C0Z150,2021/12/13 12:00
17.6,77,C0R680,2021/12/13 12:00
17.8,10,CM0120,2021/12/13 12:00
12.7,351,C0R690,2021/12/13 12:00
6.4,92,C0SA60,2021/12/13 12:00
10.2,31,C0Z270,2021/12/13 12:00
8.4,360,C0F9T0,2021/12/13 12:00
12.1,43,C0Z180,2021/12/13 12:00
11.7,2,C0B020,2021/12/13 12:00
9.6,4,C0F000,2021/12/13 12:00
9.7,35,C0F9U0,2021/12/13 12:00
20.6,40,C0R750,2021/12/13 12:00
10.6,116,C0Z190,2021/12/13 12:00
13,47,C0SA30,2021/12/13 12:00
11,50,C0AC40,2021/12/13 12:00
11.4,20,C0G780,2021/12/13 12:00
14.5,18,C0K291,2021/12/13 12:00
7.7,31,C0A880,2021/12/13 12:00
9.3,17,C0X190,2021/12/13 12:00
9.2,122,CM0140,2021/12/13 12:00
13.7,65,C0AH40,2021/12/13 12:00
10.9,32,C0S740,2021/12/13 12:00
12.8,27,C0R340,2021/12/13 12:00
11.7,17,C0E870,2021/12/13 12:00
9.9,233,C0I530,2021/12/13 12:00
9.1,344,C0S890,2021/12/13 12:00
9.8,13,C0G660,2021/12/13 12:00
16.3,56,C0R830,2021/12/13 12:00
15.7,32,C0G640,2021/12/13 12:00
12.2,355,C0G740,2021/12/13 12:00
12.5,21,C0G750,2021/12/13 12:00
7,50,C0Z290,2021/12/13 12:00
11.8,352,C0S710,2021/12/13 12:00
20.2,8,C0W130,2021/12/13 12:00
12.4,5,C0K510,2021/12/13 12:00
9.6,15,C0R670,2021/12/13 12:00
9.1,22,C0S810,2021/12/13 12:00
8.8,69,C0AD50,2021/12/13 12:00
11.3,30,C0S940,2021/12/13 12:00
13.5,354,C0F9S0,2021/12/13 12:00
14,35,C0F9Q0,2021/12/13 12:00
13.4,41,C0S990,2021/12/13 12:00
12.1,3,C0K500,2021/12/13 12:00
13.2,30,C0R620,2021/12/13 12:00
8.6,133,C0S920,2021/12/13 12:00
12.5,23,C0W140,2021/12/13 12:00
14.2,33,C0F9X0,2021/12/13 12:00
9.7,13,C0X080,2021/12/13 12:00
12.5,82,C0R730,2021/12/13 12:00
11.6,87,C0S900,2021/12/13 12:00
16.9,31,C0F9K0,2021/12/13 12:00
25.4,28,C0W160,2021/12/13 12:00
9,291,C0I360,2021/12/13 12:00
8.8,62,C0A920,2021/12/13 12:00
10.7,110,C0R740,2021/12/13 12:00
14.2,22,C0E810,2021/12/13 12:00
12.2,25,C0K430,2021/12/13 12:00
19,1,C0R760,2021/12/13 12:00
14.3,19,C0G730,2021/12/13 12:00
16.5,16,C0G800,2021/12/13 12:00
15.3,77,C0S970,2021/12/13 12:00
23,60,C0S730,2021/12/13 12:00
8.6,294,C0SA20,2021/12/13 12:00
16.5,65,C0AC40,2021/12/13 13:00
13.9,38,C0R620,2021/12/13 13:00
9.5,69,C0SA90,2021/12/13 13:00
14.3,43,C0F9X0,2021/12/13 13:00
17.9,54,C0R830,2021/12/13 13:00
11.9,107,C0R800,2021/12/13 13:00
9.2,23,C0SA20,2021/12/13 13:00
8.6,358,C0T9N0,2021/12/13 13:00
11.8,20,C0K510,2021/12/13 13:00
15,352,C0F9S0,2021/12/13 13:00
8.5,354,C0X190,2021/12/13 13:00
14.3,66,C0A870,2021/12/13 13:00
18,42,C0R840,2021/12/13 13:00
11.6,350,C0G750,2021/12/13 13:00
12.1,32,C0S940,2021/12/13 13:00
9.6,38,C0E550,2021/12/13 13:00
20,40,C0F9P0,2021/12/13 13:00
10.1,18,C0E750,2021/12/13 13:00
8.5,1,C0G770,2021/12/13 13:00
14.3,360,C0F9Q0,2021/12/13 13:00
8.5,23,C0S810,2021/12/13 13:00
8.2,54,C0A920,2021/12/13 13:00
14,26,C0E830,2021/12/13 13:00
9.1,12,C0F9T0,2021/12/13 13:00
12.2,35,C0R730,2021/12/13 13:00
23,103,C0S730,2021/12/13 13:00
7.3,108,C0A9C0,2021/12/13 13:00
11.2,56,C0R690,2021/12/13 13:00
8.9,69,C0S770,2021/12/13 13:00
13.2,67,C0R320,2021/12/13 13:00
11.9,350,C0E880,2021/12/13 13:00
7.7,121,C0Z100,2021/12/13 13:00
9.7,77,C0T9H0,2021/12/13 13:00
7.8,96,C0T900,2021/12/13 13:00
23.6,33,C0R750,2021/12/13 13:00
9.7,30,C0E740,2021/12/13 13:00
11.6,43,C0S900,2021/12/13 13:00
8.4,289,C0I390,2021/12/13 13:00
16.9,21,C0G800,2021/12/13 13:00
12.5,40,C0SA30,2021/12/13 13:00
8.3,32,C0S890,2021/12/13 13:00
14.5,32,C0S990,2021/12/13 13:00
6.7,360,C0H9C0,2021/12/13 13:00
17,32,C0G640,2021/12/13 13:00
13.4,16,C0G730,2021/12/13 13:00
14.6,335,C0G740,2021/12/13 13:00
11.9,16,C0E540,2021/12/13 13:00
8.6,80,C0S790,2021/12/13 13:00
17.1,22,C0W110,2021/12/13 13:00
11.3,345,C0F000,2021/12/13 13:00
7.1,28,C0SA60,2021/12/13 13:00
9.9,149,C0S920,2021/12/13 13:00
8.8,127,C0SA00,2021/12/13 13:00
15.3,41,C0W170,2021/12/13 13:00
12,10,C0E590,2021/12/13 13:00
12.6,354,C0K280,2021/12/13 13:00
7.3,343,C0Z061,2021/12/13 13:00
7.7,91,C0A940,2021/12/13 13:00
13,104,C0R740,2021/12/13 13:00
12.7,8,C0K520,2021/12/13 13:00
12.7,25,C0Z150,2021/12/13 13:00
11.6,5,C0E810,2021/12/13 13:00
11.2,32,C0UA70,2021/12/13 13:00
20,23,C0W130,2021/12/13 13:00
12.6,334,C0G870,2021/12/13 13:00
19.1,80,C0R680,2021/12/13 13:00
23.5,36,C0R790,2021/12/13 13:00
13.3,2,C0R340,2021/12/13 13:00
10.5,333,C0K550,2021/12/13 13:00
22.1,47,C0R710,2021/12/13 13:00
19.4,56,C0S910,2021/12/13 13:00
14.4,57,C0R350,2021/12/13 13:00
21.7,40,C0G900,2021/12/13 13:00
12.1,8,C0G780,2021/12/13 13:00
17.7,22,C0F9K0,2021/12/13 13:00
16.9,341,C0K530,2021/12/13 13:00
8.8,274,C0Z310,2021/12/13 13:00
21.5,18,C0R780,2021/12/13 13:00
12.1,53,C0AH40,2021/12/13 13:00
10,133,C0Z190,2021/12/13 13:00
9.8,71,C0F9L0,2021/12/13 13:00
8.4,312,C0E520,2021/12/13 13:00
10.6,185,C0I530,2021/12/13 13:00
10.6,54,C0Z270,2021/12/13 13:00
13.6,9,C0M710,2021/12/13 13:00
10.9,356,C0K500,2021/12/13 13:00
14.2,64,C0R440,2021/12/13 13:00
9,83,C0SA80,2021/12/13 13:00
9.1,13,C0G810,2021/12/13 13:00
11,6,C0K430,2021/12/13 13:00
19.8,2,C0G890,2021/12/13 13:00
12.8,94,C0R770,2021/12/13 13:00
10.2,345,C0Z330,2021/12/13 13:00
14.1,57,C0R280,2021/12/13 13:00
9.8,359,C0K410,2021/12/13 13:00
9.6,14,C0S710,2021/12/13 13:00
14.3,15,C0A970,2021/12/13 13:00
13.2,10,C0B020,2021/12/13 13:00
18.2,14,CM0120,2021/12/13 13:00
10.6,13,C0F9I0,2021/12/13 13:00
7.1,30,C0A660,2021/12/13 13:00
12,35,C0Z180,2021/12/13 13:00
18.8,355,C0R760,2021/12/13 13:00
22.8,12,C0W120,2021/12/13 13:00
12,40,C0S960,2021/12/13 13:00
7.8,23,C0T9M0,2021/12/13 13:00
10.6,47,C0U950,2021/12/13 13:00
7.8,298,C0S980,2021/12/13 13:00
12,20,C0F9R0,2021/12/13 13:00
14.3,3,C0K291,2021/12/13 13:00
9.8,26,C0S740,2021/12/13 13:00
8.9,126,CM0140,2021/12/13 13:00
11.1,59,C0R670,2021/12/13 13:00
16.7,35,C0R720,2021/12/13 13:00
8.2,46,C0A880,2021/12/13 13:00
8.3,65,C0E740,2021/12/13 14:00
9,334,C0F0E0,2021/12/13 14:00
10.5,10,C0F9L0,2021/12/13 14:00
18.9,31,C0F9P0,2021/12/13 14:00
22.2,14,C0G900,2021/12/13 14:00
9,11,C0F9I0,2021/12/13 14:00
8.4,15,C0S980,2021/12/13 14:00
7.7,46,C0C700,2021/12/13 14:00
7.9,35,C0Z100,2021/12/13 14:00
13.9,49,C0D650,2021/12/13 14:00
8.1,26,C0T9N0,2021/12/13 14:00
10.4,23,C0D560,2021/12/13 14:00
10,23,C0E590,2021/12/13 14:00
9.7,15,C0Z160,2021/12/13 14:00
11.8,41,C0R280,2021/12/13 14:00
9.3,39,C0S890,2021/12/13 14:00
18.6,24,C0G800,2021/12/13 14:00
12,86,C0R800,2021/12/13 14:00
15.2,34,C0W170,2021/12/13 14:00
13.7,42,C0R350,2021/12/13 14:00
8.2,115,C0Z190,2021/12/13 14:00
20.4,13,C0G890,2021/12/13 14:00
13.3,48,C0SA30,2021/12/13 14:00
13.3,40,C0F9X0,2021/12/13 14:00
12.6,64,C0AH40,2021/12/13 14:00
10.5,6,C0G910,2021/12/13 14:00
12.1,22,C0E830,2021/12/13 14:00
9,4,C0K580,2021/12/13 14:00
8.4,68,C0AH10,2021/12/13 14:00
15.3,14,C0B020,2021/12/13 14:00
13.2,71,C0A870,2021/12/13 14:00
15.3,71,C0R320,2021/12/13 14:00
10.9,143,C0S920,2021/12/13 14:00
10.8,13,C0T9H0,2021/12/13 14:00
13,44,C0U950,2021/12/13 14:00
6.6,112,C0T900,2021/12/13 14:00
26.9,32,C0W160,2021/12/13 14:00
19,41,C0R840,2021/12/13 14:00
13.7,46,C0R620,2021/12/13 14:00
10.1,12,C0K420,2021/12/13 14:00
13.8,59,C0R440,2021/12/13 14:00
7.5,5,C0M780,2021/12/13 14:00
10.2,2,C0K410,2021/12/13 14:00
9.1,334,C0X080,2021/12/13 14:00
10.6,17,C0Z300,2021/12/13 14:00
7.1,331,C0E520,2021/12/13 14:00
9,34,C0S810,2021/12/13 14:00
21.8,12,C0W120,2021/12/13 14:00
11.9,354,C0G870,2021/12/13 14:00
13.8,17,C0G730,2021/12/13 14:00
7.7,59,C0A920,2021/12/13 14:00
9.8,321,C0K550,2021/12/13 14:00
11.4,24,C0E540,2021/12/13 14:00
12.4,108,C0S900,2021/12/13 14:00
11.1,25,C0S830,2021/12/13 14:00
13.4,99,C0R770,2021/12/13 14:00
14.9,52,C0S910,2021/12/13 14:00
20.8,80,C0R680,2021/12/13 14:00
10.9,4,C0K500,2021/12/13 14:00
7.8,44,C0S790,2021/12/13 14:00
8.9,30,C0G770,2021/12/13 14:00
9.6,54,C0SA90,2021/12/13 14:00
16.5,56,C0AC40,2021/12/13 14:00
9.7,52,C0S740,2021/12/13 14:00
21.4,44,C0R750,2021/12/13 14:00
7.5,6,C0D430,2021/12/13 14:00
17.1,37,C0R720,2021/12/13 14:00
9.6,69,C0E880,2021/12/13 14:00
9.3,52,C0E750,2021/12/13 14:00
11.1,52,C0E550,2021/12/13 14:00
8.9,114,C0SA00,2021/12/13 14:00
7.7,36,C0A880,2021/12/13 14:00
13.2,67,C0R730,2021/12/13 14:00
8.6,16,C0SA20,2021/12/13 14:00
9.3,108,C0SA80,2021/12/13 14:00
12.3,16,C0K520,2021/12/13 14:00
19.5,71,C0S730,2021/12/13 14:00
8.3,120,C0A9C0,2021/12/13 14:00
7.6,117,C0C490,2021/12/13 14:00
12.1,11,C0K250,2021/12/13 14:00
14,352,C0F9S0,2021/12/13 14:00
11.6,350,C0K280,2021/12/13 14:00
12.3,49,C0AI20,2021/12/13 14:00
11.6,36,C0R340,2021/12/13 14:00
11,29,C0D660,2021/12/13 14:00
6,39,C0A660,2021/12/13 14:00
8.7,353,C0G810,2021/12/13 14:00
11.7,42,C0C670,2021/12/13 14:00
17.1,22,C0F9K0,2021/12/13 14:00
7.3,348,C0D570,2021/12/13 14:00
9.8,14,C0R690,2021/12/13 14:00
9.8,343,C0G720,2021/12/13 14:00
10.3,37,C0R670,2021/12/13 14:00
10.8,127,CM0140,2021/12/13 14:00
8.4,344,C0T9M0,2021/12/13 14:00
11.5,39,C0E810,2021/12/13 14:00
11.7,32,C0S940,2021/12/13 14:00
18.7,52,C0R710,2021/12/13 14:00
13.6,341,C0G740,2021/12/13 14:00
17.5,10,C0K530,2021/12/13 14:00
10.6,50,C0C650,2021/12/13 14:00
8.6,94,C0AH70,2021/12/13 14:00
15.2,71,C0S970,2021/12/13 14:00
8.4,48,C0F9U0,2021/12/13 14:00
17.4,58,C0R830,2021/12/13 14:00
7.7,55,C0A9F0,2021/12/13 14:00
7.7,47,C0AI00,2021/12/13 14:00
14.8,35,C0S990,2021/12/13 14:00
9.7,10,C0F000,2021/12/13 14:00
11.8,344,C0K430,2021/12/13 14:00
13.9,32,C0F9R0,2021/12/13 14:00
15.6,10,C0G640,2021/12/13 14:00
8,48,C0C590,2021/12/13 14:00
11.4,339,C0G750,2021/12/13 14:00
10.1,26,C0Z270,2021/12/13 14:00
12.8,216,C0I530,2021/12/13 14:00
16.9,38,C0R760,2021/12/13 14:00
11.2,10,C0K510,2021/12/13 14:00
12.9,42,C0D590,2021/12/13 14:00
12,101,C0R740,2021/12/13 14:00
12.9,12,C0M710,2021/12/13 14:00
8.2,269,C0I390,2021/12/13 14:00
10.1,16,C0S710,2021/12/13 14:00
13.6,38,C0F9Q0,2021/12/13 14:00
13,353,C0G780,2021/12/13 14:00
10.9,52,C0E730,2021/12/13 14:00
18.5,10,C0R780,2021/12/13 14:00
17.9,26,C0W130,2021/12/13 14:00
13.7,360,C0K291,2021/12/13 14:00
7.6,55,C0SA60,2021/12/13 14:00
10.8,46,C0E870,2021/12/13 14:00
15.9,31,CM0120,2021/12/13 14:00
7.8,42,C0U860,2021/12/13 14:00
10.1,59,C0C630,2021/12/13 14:00
7.9,74,C0AD00,2021/12/13 14:00
7.7,58,C0A940,2021/12/13 14:00
10.2,167,C0F9T0,2021/12/13 14:00
12.2,16,C0K520,2021/12/13 15:00
8.5,74,CM0140,2021/12/13 15:00
16,18,C0G800,2021/12/13 15:00
19.2,17,C0W130,2021/12/13 15:00
9.6,13,C0T9H0,2021/12/13 15:00
12.4,18,C0K291,2021/12/13 15:00
16.4,19,C0F9K0,2021/12/13 15:00
12.5,40,C0D650,2021/12/13 15:00
14.7,22,C0S990,2021/12/13 15:00
8.2,67,C0S810,2021/12/13 15:00
7.7,155,C0F0D0,2021/12/13 15:00
15.5,7,C0R760,2021/12/13 15:00
21.9,13,C0W120,2021/12/13 15:00
16.1,37,C0S910,2021/12/13 15:00
10.8,72,C0R670,2021/12/13 15:00
19.6,109,C0S730,2021/12/13 15:00
7.1,79,C0AC70,2021/12/13 15:00
9.8,26,C0K410,2021/12/13 15:00
7.3,156,C0Z190,2021/12/13 15:00
11.2,83,C0R770,2021/12/13 15:00
11.8,29,C0R340,2021/12/13 15:00
11.6,15,C0E420,2021/12/13 15:00
8.5,16,C0C620,2021/12/13 15:00
13,47,C0UA70,2021/12/13 15:00
14.8,85,C0AC40,2021/12/13 15:00
9,25,C0E590,2021/12/13 15:00
18.9,54,C0R680,2021/12/13 15:00
13.9,2,C0G730,2021/12/13 15:00
8.4,340,C0X100,2021/12/13 15:00
18.4,53,C0R840,2021/12/13 15:00
12.6,54,C0AH40,2021/12/13 15:00
11.4,40,C0C650,2021/12/13 15:00
14.1,38,C0W170,2021/12/13 15:00
8.4,18,C0S890,2021/12/13 15:00
10,40,C0S740,2021/12/13 15:00
9,100,C0A9C0,2021/12/13 15:00
16.9,16,CM0120,2021/12/13 15:00
10.2,53,C0SA90,2021/12/13 15:00
11.7,18,C0M750,2021/12/13 15:00
10.5,40,C0U950,2021/12/13 15:00
17.8,27,C0G890,2021/12/13 15:00
9.3,63,C0F9L0,2021/12/13 15:00
7.4,106,C0SA00,2021/12/13 15:00
9.8,70,C0C540,2021/12/13 15:00
18.5,53,C0R710,2021/12/13 15:00
13.5,69,C0C630,2021/12/13 15:00
10.1,104,C0S900,2021/12/13 15:00
10,343,C0F0E0,2021/12/13 15:00
8.3,347,C0SA40,2021/12/13 15:00
14,40,C0A970,2021/12/13 15:00
8.9,17,C0F9I0,2021/12/13 15:00
10.4,4,C0K500,2021/12/13 15:00
17.3,21,C0W110,2021/12/13 15:00
11.9,34,C0D590,2021/12/13 15:00
10.7,62,C0E750,2021/12/13 15:00
12,16,C0K280,2021/12/13 15:00
8.5,85,C0C490,2021/12/13 15:00
11.3,349,C0G750,2021/12/13 15:00
8.3,49,C0S790,2021/12/13 15:00
11.1,57,C0R690,2021/12/13 15:00
13.1,31,C0S960,2021/12/13 15:00
11.1,33,C0K250,2021/12/13 15:00
11.3,28,C0F9R0,2021/12/13 15:00
12.9,16,C0C670,2021/12/13 15:00
20.3,28,C0G900,2021/12/13 15:00
9.9,82,C0ACA0,2021/12/13 15:00
12,25,C0F9X0,2021/12/13 15:00
7.7,13,C0D430,2021/12/13 15:00
13,49,C0R280,2021/12/13 15:00
9.4,9,C0K420,2021/12/13 15:00
13,64,C0R730,2021/12/13 15:00
15.7,68,C0R320,2021/12/13 15:00
12.2,8,C0E830,2021/12/13 15:00
12.3,4,C0B020,2021/12/13 15:00
9.5,126,C0S920,2021/12/13 15:00
8.3,42,C0F9U0,2021/12/13 15:00
6.2,33,C0D480,2021/12/13 15:00
12.5,78,C0R740,2021/12/13 15:00
10.1,177,C0H990,2021/12/13 15:00
11.7,80,C0R700,2021/12/13 15:00
12.6,18,C0F9S0,2021/12/13 15:00
12,349,C0G740,2021/12/13 15:00
7.7,55,C0Z170,2021/12/13 15:00
16.1,35,C0R720,2021/12/13 15:00
9.2,342,C0SA20,2021/12/13 15:00
11.6,341,C0T9M0,2021/12/13 15:00
10.8,59,C0C700,2021/12/13 15:00
16.4,50,C0R830,2021/12/13 15:00
18.6,360,C0R780,2021/12/13 15:00
10.1,354,C0S710,2021/12/13 15:00
15.7,62,C0R440,2021/12/13 15:00
8.2,75,C0A920,2021/12/13 15:00
11.3,26,C0D660,2021/12/13 15:00
16.7,23,C0K530,2021/12/13 15:00
12,24,C0D560,2021/12/13 15:00
10.5,82,C0AI20,2021/12/13 15:00
8.2,90,C0AH50,2021/12/13 15:00
21.3,31,C0R750,2021/12/13 15:00
12.7,191,C0I530,2021/12/13 15:00
12.4,23,C0G870,2021/12/13 15:00
16.1,5,C0G640,2021/12/13 15:00
22.2,36,C0R790,2021/12/13 15:00
8.4,1,C0X250,2021/12/13 15:00
8.8,63,C0AI40,2021/12/13 15:00
12.6,72,C0A870,2021/12/13 15:00
10.9,37,C0AH30,2021/12/13 15:00
8,112,C0C710,2021/12/13 15:00
15.1,77,C0S970,2021/12/13 15:00
8.2,42,C0A880,2021/12/13 15:00
9.4,37,C0S940,2021/12/13 15:00
8.8,360,C0K580,2021/12/13 15:00
13.6,44,C0R620,2021/12/13 15:00
11.3,16,C0SA30,2021/12/13 15:00
10.3,355,C0K430,2021/12/13 15:00
11.5,86,C0C660,2021/12/13 15:00
8.7,339,C0M740,2021/12/13 15:00
8.1,72,C0SA60,2021/12/13 15:00
16.7,39,C0F9P0,2021/12/13 15:00
9.6,2,C0M660,2021/12/13 15:00
6.6,39,C0A660,2021/12/13 15:00
25.3,35,C0W160,2021/12/13 15:00
13.2,37,C0R350,2021/12/13 15:00
10.2,357,C0K390,2021/12/13 15:00
7.7,39,C0AC80,2021/12/13 15:00
11.4,32,C0E540,2021/12/13 15:00
10.2,329,C0K550,2021/12/13 15:00
13.5,99,C0R800,2021/12/13 15:00
8.8,3,C0G770,2021/12/13 15:00
12.4,8,C0M710,2021/12/13 15:00
9.4,335,C0F9T0,2021/12/13 15:00
8.3,360,C0E870,2021/12/13 15:00
7.7,96,C0A920,2021/12/13 16:00
7.8,40,C0E870,2021/12/13 16:00
11,97,C0AI30,2021/12/13 16:00
8.5,30,C0S790,2021/12/13 16:00
8.1,136,CM0140,2021/12/13 16:00
14.9,43,C0R760,2021/12/13 16:00
12.8,30,C0C650,2021/12/13 16:00
9.6,34,C0SA30,2021/12/13 16:00
9.9,187,C0I530,2021/12/13 16:00
8,122,C0A9C0,2021/12/13 16:00
8.8,54,C0E730,2021/12/13 16:00
17.3,45,C0S910,2021/12/13 16:00
9.3,70,C0C680,2021/12/13 16:00
6.8,16,C0F0E0,2021/12/13 16:00
14,82,C0D660,2021/12/13 16:00
7.1,95,C0AC70,2021/12/13 16:00
10.7,37,C0AH30,2021/12/13 16:00
8,353,C0G770,2021/12/13 16:00
10.1,6,C0E590,2021/12/13 16:00
16.6,75,C0R320,2021/12/13 16:00
19.7,72,C0R680,2021/12/13 16:00
8.7,63,C0A770,2021/12/13 16:00
5.5,28,C0A660,2021/12/13 16:00
6.2,112,C0D430,2021/12/13 16:00
8.9,31,C0SA20,2021/12/13 16:00
10.5,29,C0F9X0,2021/12/13 16:00
10.9,99,C0C700,2021/12/13 16:00
17.4,40,C0R840,2021/12/13 16:00
9.2,3,C0SA90,2021/12/13 16:00
10.1,35,C0E420,2021/12/13 16:00
7.9,348,C0X250,2021/12/13 16:00
12,42,C0C660,2021/12/13 16:00
8.2,355,C0AC40,2021/12/13 16:00
7.6,70,C0C590,2021/12/13 16:00
11.9,76,C0C630,2021/12/13 16:00
10.5,14,C0G870,2021/12/13 16:00
13.8,10,C0K291,2021/12/13 16:00
11,3,C0B020,2021/12/13 16:00
8.1,113,C0S770,2021/12/13 16:00
7.7,46,C0S810,2021/12/13 16:00
7.9,41,C0E550,2021/12/13 16:00
11.1,19,C0E540,2021/12/13 16:00
16.7,4,C0G890,2021/12/13 16:00
10.2,358,C0S710,2021/12/13 16:00
19.2,28,C0G900,2021/12/13 16:00
10.5,339,C0G780,2021/12/13 16:00
17.5,12,C0R780,2021/12/13 16:00
7.7,28,C0D570,2021/12/13 16:00
9.1,343,C0G720,2021/12/13 16:00
16.6,34,C0R720,2021/12/13 16:00
10.9,13,C0R340,2021/12/13 16:00
11.5,94,C0AD50,2021/12/13 16:00
12,52,C0W150,2021/12/13 16:00
11.4,3,C0F9S0,2021/12/13 16:00
11.1,36,C0S740,2021/12/13 16:00
10.4,21,C0K510,2021/12/13 16:00
19.4,141,C0S730,2021/12/13 16:00
12.1,8,C0G730,2021/12/13 16:00
14.6,12,C0G640,2021/12/13 16:00
8.2,16,C0Z300,2021/12/13 16:00
11.8,9,C0M710,2021/12/13 16:00
20.1,18,C0R750,2021/12/13 16:00
10.4,58,C0F9R0,2021/12/13 16:00
11.7,16,C0K520,2021/12/13 16:00
7.5,317,C0SA40,2021/12/13 16:00
10,3,C0K430,2021/12/13 16:00
11.6,105,C0S900,2021/12/13 16:00
8.1,46,C0C620,2021/12/13 16:00
7.1,34,C0A880,2021/12/13 16:00
14,42,C0G800,2021/12/13 16:00
12.5,40,C0D590,2021/12/13 16:00
24.1,39,C0R790,2021/12/13 16:00
8.3,34,C0T9N0,2021/12/13 16:00
8.7,94,C0C490,2021/12/13 16:00
14,30,C0R800,2021/12/13 16:00
8,160,C0F0D0,2021/12/13 16:00
12,41,C0R350,2021/12/13 16:00
13.8,84,C0R770,2021/12/13 16:00
6.6,37,C0AG80,2021/12/13 16:00
22.7,4,C0W120,2021/12/13 16:00
10.7,12,C0E810,2021/12/13 16:00
26.8,26,C0W160,2021/12/13 16:00
11.6,343,C0G740,2021/12/13 16:00
5.7,51,C0D480,2021/12/13 16:00
10.4,69,C0A520,2021/12/13 16:00
13.3,12,C0S990,2021/12/13 16:00
11.5,36,C0D560,2021/12/13 16:00
14,34,C0R440,2021/12/13 16:00
9,349,C0K410,2021/12/13 16:00
13.7,58,C0AH40,2021/12/13 16:00
7.7,81,C0ACA0,2021/12/13 16:00
12.1,357,C0K280,2021/12/13 16:00
16.1,21,C0K530,2021/12/13 16:00
10.7,356,C0G750,2021/12/13 16:00
11.9,31,C0R620,2021/12/13 16:00
11.2,117,C0R740,2021/12/13 16:00
9.9,110,C0SA80,2021/12/13 16:00
15.3,13,CM0120,2021/12/13 16:00
12.5,23,C0C670,2021/12/13 16:00
8.7,29,C0S890,2021/12/13 16:00
19,14,C0F9P0,2021/12/13 16:00
12.8,64,C0R730,2021/12/13 16:00
17.1,21,C0W110,2021/12/13 16:00
10.9,287,C0I540,2021/12/13 16:00
7.2,337,C0Z290,2021/12/13 16:00
14.1,33,C0A970,2021/12/13 16:00
18.5,34,C0W130,2021/12/13 16:00
17.5,61,C0R710,2021/12/13 16:00
10.8,15,C0R690,2021/12/13 16:00
14.8,56,C0W170,2021/12/13 16:00
9.1,32,C0S940,2021/12/13 16:00
17.7,48,C0R830,2021/12/13 16:00
6.9,355,C0X190,2021/12/13 16:00
10.4,75,C0AI40,2021/12/13 16:00
10.9,55,C0R670,2021/12/13 16:00
12.9,75,C0R280,2021/12/13 16:00
15.3,27,C0F9K0,2021/12/13 16:00
10.5,333,C0K550,2021/12/13 16:00
10.2,340,C0T9M0,2021/12/13 16:00
7.1,91,C0AC70,2021/12/13 17:00
7.2,68,C0S790,2021/12/13 17:00
9,12,C0E880,2021/12/13 17:00
22.3,40,C0R790,2021/12/13 17:00
13.6,69,C0AI20,2021/12/13 17:00
21.1,26,C0W130,2021/12/13 17:00
11.1,16,C0F9X0,2021/12/13 17:00
11.8,26,C0R350,2021/12/13 17:00
